C131661;EMP13396;RE10495;IT1049503;5000002676;EMP13396;2003-03-19;C131661;RE10495;CA100749;Card;Free;10;IT1049503;3;1;;2;20;2,8571428;40;17,1428572;5,7142856;34,2857144;0
C101972;EMP13046;RE10145;IT1014505;5000002782;EMP13046;2005-03-19;C101972;RE10145;CA103378;Card;Free;10;IT1014505;2;1;;2;14;1,99999996;28;12,00000004;3,99999992;24,00000008;0
C131155;EMP14010;RE10109;IT1010903;5000003100;EMP14010;2012-03-19;C131155;RE10109;CA103267;Card;Free;10;IT1010903;1;5;;2;20;2,8571428;40;17,1428572;5,7142856;34,2857144;0
C162049;EMP11469;RE10568;IT1056802;5000003202;EMP11469;2015-03-19;C162049;RE10568;CA106241;Card;Free;10;IT1056802;5;4;;2;12;1,71428568;24;10,28571432;3,42857136;20,57142864;0
C139381;EMP11046;RE10145;IT1014504;5000003497;EMP11046;2021-03-19;C139381;RE10145;CA108883;Card;Free;10;IT1014504;1;1;;2;5;0,7142857;10;4,2857143;1,4285714;8,5714286;0
C179617;EMP13212;RE10311;IT1031101;5000003575;EMP13212;2023-03-19;C179617;RE10311;CA106594;Card;Free;10;IT1031101;5;1;;2;14;1,99999996;28;12,00000004;3,99999992;24,00000008;0
C118976;EMP11210;RE10309;IT1030901;5000003599;EMP11210;2024-03-19;C118976;RE10309;CA101782;Card;Free;10;IT1030901;3;2;;2;12;1,71428568;24;10,28571432;3,42857136;20,57142864;0
C186986;EMP13079;RE10178;IT1017803;5000003691;EMP13079;2026-03-19;C186986;RE10178;CA101339;Card;Free;10;IT1017803;4;2;;2;5;0,7142857;10;4,2857143;1,4285714;8,5714286;0
C179541;EMP12046;RE10145;IT1014501;5000003703;EMP12046;2026-03-19;C179541;RE10145;CA102677;Card;Free;10;IT1014501;2;2;;2;11;1,57142854;22;9,42857146;3,14285708;18,85714292;0
C183082;EMP12070;RE10169;IT1016904;5000003821;EMP12070;2029-03-19;C183082;RE10169;CA108128;Card;Free;10;IT1016904;2;1;;2;12;1,71428568;24;10,28571432;3,42857136;20,57142864;0
C113605;EMP14247;RE10346;IT1034604;5000004059;EMP14247;2003-04-19;C113605;RE10346;CA103814;Card;Free;10;IT1034604;2;1;;2;20;2,8571428;40;17,1428572;5,7142856;34,2857144;0
C170691;EMP11371;RE10470;IT1047002;5000004176;EMP11371;2006-04-19;C170691;RE10470;CA102217;Card;Free;10;IT1047002;3;2;;2;20;2,8571428;40;17,1428572;5,7142856;34,2857144;0
C197203;EMP14296;RE10395;IT1039505;5000004787;EMP14296;2020-04-19;C197203;RE10395;CA101713;Card;Free;10;IT1039505;5;3;;2;5;0,7142857;10;4,2857143;1,4285714;8,5714286;0
C193735;EMP12046;RE10145;IT1014503;5000004885;EMP12046;2022-04-19;C193735;RE10145;CA107028;Card;Free;10;IT1014503;2;2;;2;6;0,85714284;12;5,14285716;1,71428568;10,28571432;0
C124186;EMP14106;RE10205;IT1020502;5000004894;EMP14106;2023-04-19;C124186;RE10205;CA107527;Card;Free;10;IT1020502;2;2;;2;5;0,7142857;10;4,2857143;1,4285714;8,5714286;0
C146533;EMP11071;RE10170;IT1017005;5000005079;EMP11071;2027-04-19;C146533;RE10170;CA102687;Card;Free;10;IT1017005;4;4;;2;5;0,7142857;10;4,2857143;1,4285714;8,5714286;0
C169738;EMP14007;RE10106;IT1010601;5000005207;EMP14007;2030-04-19;C169738;RE10106;CA104593;Card;Free;10;IT1010601;2;2;;2;20;2,8571428;40;17,1428572;5,7142856;34,2857144;0
C159310;EMP12046;RE10145;IT1014505;5000005257;EMP12046;2001-05-19;C159310;RE10145;CA101922;Card;Free;10;IT1014505;5;4;;2;14;1,99999996;28;12,00000004;3,99999992;24,00000008;0
C137382;EMP11130;RE10229;IT1022905;5000005508;EMP11130;2007-05-19;C137382;RE10229;CA106598;Card;Free;10;IT1022905;3;4;;2;5;0,7142857;10;4,2857143;1,4285714;8,5714286;0
C181423;EMP14221;RE10320;IT1032002;5000005681;EMP14221;2011-05-19;C181423;RE10320;CA100801;Card;Free;10;IT1032002;5;3;;2;5;0,7142857;10;4,2857143;1,4285714;8,5714286;0
C185280;EMP12007;RE10106;IT1010602;5000005846;EMP12007;2015-05-19;C185280;RE10106;CA101119;Card;Free;10;IT1010602;1;3;;2;14;1,99999996;28;12,00000004;3,99999992;24,00000008;0
C142203;EMP12448;RE10547;IT1054704;5000005923;EMP12448;2017-05-19;C142203;RE10547;CA107136;Card;Free;10;IT1054704;5;1;;2;12;1,71428568;24;10,28571432;3,42857136;20,57142864;0
C132561;EMP14079;RE10178;IT1017803;5000005955;EMP14079;2017-05-19;C132561;RE10178;CA103209;Card;Free;10;IT1017803;2;5;;2;5;0,7142857;10;4,2857143;1,4285714;8,5714286;0
C135929;EMP14071;RE10170;IT1017005;5000005976;EMP14071;2018-05-19;C135929;RE10170;CA106885;Card;Free;10;IT1017005;3;3;;2;5;0,7142857;10;4,2857143;1,4285714;8,5714286;0
C122178;EMP14007;RE10106;IT1010601;5000006105;EMP14007;2021-05-19;C122178;RE10106;CA106823;Card;Free;10;IT1010601;5;3;;2;20;2,8571428;40;17,1428572;5,7142856;34,2857144;0
C194338;EMP14100;RE10199;IT1019902;5000006142;EMP14100;2022-05-19;C194338;RE10199;CA100652;Card;Free;10;IT1019902;3;3;;2;12;1,71428568;24;10,28571432;3,42857136;20,57142864;0
C155451;EMP14190;RE10289;IT1028903;5000006161;EMP14190;2022-05-19;C155451;RE10289;CA103045;Card;Free;10;IT1028903;4;5;;2;20;2,8571428;40;17,1428572;5,7142856;34,2857144;0
C118544;EMP13046;RE10145;IT1014501;5000006210;EMP13046;2023-05-19;C118544;RE10145;CA100926;Card;Free;10;IT1014501;4;1;;2;11;1,57142854;22;9,42857146;3,14285708;18,85714292;0
C123704;EMP14181;RE10280;IT1028002;5000006443;EMP14181;2029-05-19;C123704;RE10280;CA105993;Card;Free;10;IT1028002;3;5;;2;14;1,99999996;28;12,00000004;3,99999992;24,00000008;0
C186613;EMP11283;RE10382;IT1038201;5000006463;EMP11283;2029-05-19;C186613;RE10382;CA107708;Card;Free;10;IT1038201;3;1;;2;12;1,71428568;24;10,28571432;3,42857136;20,57142864;0
C128030;EMP12007;RE10106;IT1010601;5000006470;EMP12007;2029-05-19;C128030;RE10106;CA109367;Card;Free;10;IT1010601;5;4;;2;20;2,8571428;40;17,1428572;5,7142856;34,2857144;0
C163705;EMP12349;RE10448;IT1044805;5000006490;EMP12349;2030-05-19;C163705;RE10448;CA104362;Card;Free;10;IT1044805;2;3;;2;12;1,71428568;24;10,28571432;3,42857136;20,57142864;0
C159898;EMP13018;RE10117;IT1011704;5000006933;EMP13018;2009-06-19;C159898;RE10117;CA109364;Card;Free;10;IT1011704;5;4;;2;23;3,28571422;46;19,71428578;6,57142844;39,42857156;0
C122862;EMP12010;RE10109;IT1010902;5000007008;EMP12010;2011-06-19;C122862;RE10109;CA100379;Card;Free;10;IT1010902;5;5;;2;14;1,99999996;28;12,00000004;3,99999992;24,00000008;0
C131934;EMP12007;RE10106;IT1010601;5000007074;EMP12007;2012-06-19;C131934;RE10106;CA101602;Card;Free;10;IT1010601;3;4;;2;20;2,8571428;40;17,1428572;5,7142856;34,2857144;0
C158535;EMP14046;RE10145;IT1014502;5000007586;EMP14046;2024-06-19;C158535;RE10145;CA103946;Card;Free;10;IT1014502;4;4;;2;16;2,28571424;32;13,71428576;4,57142848;27,42857152;0
C109746;EMP11007;RE10106;IT1010605;5000007888;EMP11007;2001-07-19;C109746;RE10106;CA105609;Card;Free;10;IT1010605;1;3;;2;5;0,7142857;10;4,2857143;1,4285714;8,5714286;0
C186233;EMP14210;RE10309;IT1030901;5000008114;EMP14210;2007-07-19;C186233;RE10309;CA107959;Card;Free;10;IT1030901;4;5;;2;12;1,71428568;24;10,28571432;3,42857136;20,57142864;0
C128170;EMP14070;RE10169;IT1016901;5000008254;EMP14070;2010-07-19;C128170;RE10169;CA100649;Card;Free;10;IT1016901;3;3;;2;12;1,71428568;24;10,28571432;3,42857136;20,57142864;0
C118273;EMP14046;RE10145;IT1014503;5000008278;EMP14046;2010-07-19;C118273;RE10145;CA100288;Card;Free;10;IT1014503;1;2;;2;6;0,85714284;12;5,14285716;1,71428568;10,28571432;0
C129097;EMP11382;RE10481;IT1048105;5000008498;EMP11382;2015-07-19;C129097;RE10481;CA104962;Card;Free;10;IT1048105;2;5;;2;20;2,8571428;40;17,1428572;5,7142856;34,2857144;0
C154524;EMP12199;RE10298;IT1029803;5000008581;EMP12199;2017-07-19;C154524;RE10298;CA104207;Card;Free;10;IT1029803;5;3;;2;12;1,71428568;24;10,28571432;3,42857136;20,57142864;0
C149161;EMP13472;RE10571;IT1057102;5000008797;EMP13472;2022-07-19;C149161;RE10571;CA100195;Card;Free;10;IT1057102;1;3;;2;20;2,8571428;40;17,1428572;5,7142856;34,2857144;0
C198392;EMP11250;RE10349;IT1034901;5000008848;EMP11250;2023-07-19;C198392;RE10349;CA102684;Card;Free;10;IT1034901;4;5;;2;14;1,99999996;28;12,00000004;3,99999992;24,00000008;0
C189169;EMP13070;RE10169;IT1016904;5000009157;EMP13070;2030-07-19;C189169;RE10169;CA109409;Card;Free;10;IT1016904;1;2;;2;12;1,71428568;24;10,28571432;3,42857136;20,57142864;0
C192682;EMP11070;RE10169;IT1016904;5000009538;EMP11070;2008-08-19;C192682;RE10169;CA102932;Card;Free;10;IT1016904;5;4;;2;12;1,71428568;24;10,28571432;3,42857136;20,57142864;0
C187266;EMP12046;RE10145;IT1014501;5000010059;EMP12046;2019-08-19;C187266;RE10145;CA102371;Card;Free;10;IT1014501;3;3;;2;11;1,57142854;22;9,42857146;3,14285708;18,85714292;0
C190189;EMP13046;RE10145;IT1014503;5000010352;EMP13046;2026-08-19;C190189;RE10145;CA105564;Card;Free;10;IT1014503;3;5;;2;6;0,85714284;12;5,14285716;1,71428568;10,28571432;0
C179780;EMP11394;RE10493;IT1049305;5000010386;EMP11394;2027-08-19;C179780;RE10493;CA103349;Card;Free;10;IT1049305;5;5;;2;14;1,99999996;28;12,00000004;3,99999992;24,00000008;0
C176000;EMP13400;RE10499;IT1049905;5000010402;EMP13400;2027-08-19;C176000;RE10499;CA102855;Card;Free;10;IT1049905;4;3;;2;20;2,8571428;40;17,1428572;5,7142856;34,2857144;0
C183109;EMP14095;RE10194;IT1019402;5000010860;EMP14095;2007-09-19;C183109;RE10194;CA102348;Card;Free;10;IT1019402;4;4;;2;20;2,8571428;40;17,1428572;5,7142856;34,2857144;0
C162109;EMP13007;RE10106;IT1010602;5000011135;EMP13007;2013-09-19;C162109;RE10106;CA103737;Card;Free;10;IT1010602;5;1;;2;14;1,99999996;28;12,00000004;3,99999992;24,00000008;0
C126300;EMP14212;RE10311;IT1031101;5000011171;EMP14212;2014-09-19;C126300;RE10311;CA109268;Card;Free;10;IT1031101;1;2;;2;14;1,99999996;28;12,00000004;3,99999992;24,00000008;0
C110999;EMP12120;RE10219;IT1021903;5000011188;EMP12120;2015-09-19;C110999;RE10219;CA100417;Card;Free;10;IT1021903;5;1;;2;5;0,7142857;10;4,2857143;1,4285714;8,5714286;0
C122862;EMP14349;RE10448;IT1044803;5000011308;EMP14349;2017-09-19;C122862;RE10448;CA100379;Card;Free;10;IT1044803;1;1;;2;20;2,8571428;40;17,1428572;5,7142856;34,2857144;0
C147351;EMP13187;RE10286;IT1028604;5000011430;EMP13187;2020-09-19;C147351;RE10286;CA103238;Card;Free;10;IT1028604;1;2;;2;14;1,99999996;28;12,00000004;3,99999992;24,00000008;0
C146554;EMP12058;RE10157;IT1015703;5000011665;EMP12058;2025-09-19;C146554;RE10157;CA101166;Card;Free;10;IT1015703;3;3;;2;12;1,71428568;24;10,28571432;3,42857136;20,57142864;0
C115111;EMP11187;RE10286;IT1028603;5000011738;EMP11187;2027-09-19;C115111;RE10286;CA107270;Card;Free;10;IT1028603;1;2;;2;20;2,8571428;40;17,1428572;5,7142856;34,2857144;0
C167992;EMP12046;RE10145;IT1014504;5000012005;EMP12046;2003-10-19;C167992;RE10145;CA108341;Card;Free;10;IT1014504;3;5;;2;5;0,7142857;10;4,2857143;1,4285714;8,5714286;0
C198501;EMP14376;RE10475;IT1047503;5000012024;EMP14376;2003-10-19;C198501;RE10475;CA109312;Card;Free;10;IT1047503;4;1;;2;20;2,8571428;40;17,1428572;5,7142856;34,2857144;0
C146554;EMP11070;RE10169;IT1016904;5000012159;EMP11070;2007-10-19;C146554;RE10169;CA101166;Card;Free;10;IT1016904;4;4;;2;12;1,71428568;24;10,28571432;3,42857136;20,57142864;0
C170691;EMP11208;RE10307;IT1030704;5000012388;EMP11208;2011-10-19;C170691;RE10307;CA102217;Card;Free;10;IT1030704;1;3;;2;14;1,99999996;28;12,00000004;3,99999992;24,00000008;0
C165378;EMP13074;RE10173;IT1017303;5000012701;EMP13074;2019-10-19;C165378;RE10173;CA103036;Card;Free;10;IT1017303;1;5;;2;5;0,7142857;10;4,2857143;1,4285714;8,5714286;0
C121957;EMP11376;RE10475;IT1047503;5000012869;EMP11376;2023-10-19;C121957;RE10475;CA106192;Card;Free;10;IT1047503;5;4;;2;20;2,8571428;40;17,1428572;5,7142856;34,2857144;0
C114580;EMP13010;RE10109;IT1010904;5000012910;EMP13010;2024-10-19;C114580;RE10109;CA109550;Card;Free;10;IT1010904;3;5;;2;20;2,8571428;40;17,1428572;5,7142856;34,2857144;0
C128445;EMP14316;RE10415;IT1041505;5000012947;EMP14316;2025-10-19;C128445;RE10415;CA102012;Card;Free;10;IT1041505;5;5;;2;20;2,8571428;40;17,1428572;5,7142856;34,2857144;0
C134246;EMP14010;RE10109;IT1010902;5000013105;EMP14010;2028-10-19;C134246;RE10109;CA105175;Card;Free;10;IT1010902;3;3;;2;14;1,99999996;28;12,00000004;3,99999992;24,00000008;0
C146533;EMP14007;RE10106;IT1010602;5000013120;EMP14007;2029-10-19;C146533;RE10106;CA102687;Card;Free;10;IT1010602;4;5;;2;14;1,99999996;28;12,00000004;3,99999992;24,00000008;0
C153663;EMP14382;RE10481;IT1048105;5000013248;EMP14382;2031-10-19;C153663;RE10481;CA107914;Card;Free;10;IT1048105;3;4;;2;20;2,8571428;40;17,1428572;5,7142856;34,2857144;0
C184092;EMP14388;RE10487;IT1048702;5000013466;EMP14388;2005-11-19;C184092;RE10487;CA109753;Card;Free;10;IT1048702;3;2;;2;14;1,99999996;28;12,00000004;3,99999992;24,00000008;0
C159927;EMP12010;RE10109;IT1010902;5000013470;EMP12010;2005-11-19;C159927;RE10109;CA106227;Card;Free;10;IT1010902;5;1;;2;14;1,99999996;28;12,00000004;3,99999992;24,00000008;0
C186656;EMP12046;RE10145;IT1014502;5000013491;EMP12046;2006-11-19;C186656;RE10145;CA106731;Card;Free;10;IT1014502;2;1;;2;16;2,28571424;32;13,71428576;4,57142848;27,42857152;0
C115594;EMP12472;RE10571;IT1057103;5000013547;EMP12472;2007-11-19;C115594;RE10571;CA102448;Card;Free;10;IT1057103;3;2;;2;20;2,8571428;40;17,1428572;5,7142856;34,2857144;0
C124186;EMP11018;RE10117;IT1011702;5000013664;EMP11018;2010-11-19;C124186;RE10117;CA107527;Card;Free;10;IT1011702;4;1;;2;5;0,7142857;10;4,2857143;1,4285714;8,5714286;0
C103018;EMP14376;RE10475;IT1047503;5000013775;EMP14376;2013-11-19;C103018;RE10475;CA109732;Card;Free;10;IT1047503;1;2;;2;20;2,8571428;40;17,1428572;5,7142856;34,2857144;0
C173504;EMP12067;RE10166;IT1016605;5000013822;EMP12067;2014-11-19;C173504;RE10166;CA103848;Card;Free;10;IT1016605;2;4;;2;5;0,7142857;10;4,2857143;1,4285714;8,5714286;0
C136134;EMP12481;RE10580;IT1058001;5000013856;EMP12481;2014-11-19;C136134;RE10580;CA106228;Card;Free;10;IT1058001;2;5;;2;12;1,71428568;24;10,28571432;3,42857136;20,57142864;0
C121003;EMP12280;RE10379;IT1037903;5000014009;EMP12280;2018-11-19;C121003;RE10379;CA101517;Card;Free;10;IT1037903;1;4;;2;14;1,99999996;28;12,00000004;3,99999992;24,00000008;0
C182342;EMP12070;RE10169;IT1016904;5000014197;EMP12070;2022-11-19;C182342;RE10169;CA103713;Card;Free;10;IT1016904;4;5;;2;12;1,71428568;24;10,28571432;3,42857136;20,57142864;0
C136874;EMP12058;RE10157;IT1015701;5000014200;EMP12058;2022-11-19;C136874;RE10157;CA104093;Card;Free;10;IT1015701;5;1;;2;14;1,99999996;28;12,00000004;3,99999992;24,00000008;0
C190859;EMP13071;RE10170;IT1017003;5000014247;EMP13071;2023-11-19;C190859;RE10170;CA109663;Card;Free;10;IT1017003;1;3;;2;14;1,99999996;28;12,00000004;3,99999992;24,00000008;0
C165140;EMP14349;RE10448;IT1044803;5000014304;EMP14349;2025-11-19;C165140;RE10448;CA106790;Card;Free;10;IT1044803;1;1;;2;20;2,8571428;40;17,1428572;5,7142856;34,2857144;0
C188819;EMP14280;RE10379;IT1037903;5000014347;EMP14280;2026-11-19;C188819;RE10379;CA102319;Card;Free;10;IT1037903;1;1;;2;14;1,99999996;28;12,00000004;3,99999992;24,00000008;0
C168783;EMP12414;RE10513;IT1051301;5000014560;EMP12414;2001-12-19;C168783;RE10513;CA105414;Card;Free;10;IT1051301;2;5;;2;5;0,7142857;10;4,2857143;1,4285714;8,5714286;0
C115458;EMP14070;RE10169;IT1016904;5000014655;EMP14070;2003-12-19;C115458;RE10169;CA103802;Card;Free;10;IT1016904;3;2;;2;12;1,71428568;24;10,28571432;3,42857136;20,57142864;0
C123704;EMP12151;RE10250;IT1025002;5000014787;EMP12151;2006-12-19;C123704;RE10250;CA105993;Card;Free;10;IT1025002;2;5;;2;5;0,7142857;10;4,2857143;1,4285714;8,5714286;0
C187864;EMP14190;RE10289;IT1028904;5000015438;EMP14190;2020-12-19;C187864;RE10289;CA102992;Card;Free;10;IT1028904;2;1;;2;20;2,8571428;40;17,1428572;5,7142856;34,2857144;0
C142080;EMP14200;RE10299;IT1029904;5000015817;EMP14200;2028-12-19;C142080;RE10299;CA108177;Card;Free;10;IT1029904;5;2;;2;5;0,7142857;10;4,2857143;1,4285714;8,5714286;0
C157865;EMP14187;RE10286;IT1028603;5000016053;EMP14187;2003-01-20;C157865;RE10286;CA107717;Card;Free;10;IT1028603;2;1;;2;20;2,8571428;40;17,1428572;5,7142856;34,2857144;0
C131266;EMP11376;RE10475;IT1047503;5000016071;EMP11376;2003-01-20;C131266;RE10475;CA103607;Card;Free;10;IT1047503;2;4;;2;20;2,8571428;40;17,1428572;5,7142856;34,2857144;0
C172229;EMP12079;RE10178;IT1017804;5000016240;EMP12079;2007-01-20;C172229;RE10178;CA106413;Card;Free;10;IT1017804;3;3;;2;5;0,7142857;10;4,2857143;1,4285714;8,5714286;0
C176000;EMP12472;RE10571;IT1057102;5000016284;EMP12472;2008-01-20;C176000;RE10571;CA102855;Card;Free;10;IT1057102;4;1;;2;20;2,8571428;40;17,1428572;5,7142856;34,2857144;0
C162764;EMP14296;RE10395;IT1039505;5000016423;EMP14296;2011-01-20;C162764;RE10395;CA106691;Card;Free;10;IT1039505;3;1;;2;5;0,7142857;10;4,2857143;1,4285714;8,5714286;0
C171785;EMP13271;RE10370;IT1037005;5000016616;EMP13271;2016-01-20;C171785;RE10370;CA107864;Card;Free;10;IT1037005;2;4;;2;14;1,99999996;28;12,00000004;3,99999992;24,00000008;0
C190600;EMP14070;RE10169;IT1016904;5000016696;EMP14070;2017-01-20;C190600;RE10169;CA103698;Card;Free;10;IT1016904;3;3;;2;12;1,71428568;24;10,28571432;3,42857136;20,57142864;0
C137897;EMP12392;RE10491;IT1049104;5000016740;EMP12392;2018-01-20;C137897;RE10491;CA107171;Card;Free;10;IT1049104;5;5;;2;14;1,99999996;28;12,00000004;3,99999992;24,00000008;0
C136184;EMP12046;RE10145;IT1014505;5000016868;EMP12046;2021-01-20;C136184;RE10145;CA100540;Card;Free;10;IT1014505;1;3;;2;14;1,99999996;28;12,00000004;3,99999992;24,00000008;0
C182894;EMP11100;RE10199;IT1019901;5000017134;EMP11100;2028-01-20;C182894;RE10199;CA105612;Card;Free;10;IT1019901;3;2;;2;12;1,71428568;24;10,28571432;3,42857136;20,57142864;0
C132059;EMP14100;RE10199;IT1019902;5000017176;EMP14100;2028-01-20;C132059;RE10199;CA107812;Card;Free;10;IT1019902;4;3;;2;12;1,71428568;24;10,28571432;3,42857136;20,57142864;0
C116375;EMP11007;RE10106;IT1010601;5000017213;EMP11007;2029-01-20;C116375;RE10106;CA103490;Card;Free;10;IT1010601;5;4;;2;20;2,8571428;40;17,1428572;5,7142856;34,2857144;0
C186207;EMP14130;RE10229;IT1022905;5000017236;EMP14130;2030-01-20;C186207;RE10229;CA100724;Card;Free;10;IT1022905;1;2;;2;5;0,7142857;10;4,2857143;1,4285714;8,5714286;0
C133509;EMP13018;RE10117;IT1011705;5000017380;EMP13018;2002-02-20;C133509;RE10117;CA106112;Card;Free;10;IT1011705;5;1;;2;5;0,7142857;10;4,2857143;1,4285714;8,5714286;0
C179629;EMP13046;RE10145;IT1014504;5000017718;EMP13046;2011-02-20;C179629;RE10145;CA102694;Card;Free;10;IT1014504;1;4;;2;5;0,7142857;10;4,2857143;1,4285714;8,5714286;0
C122862;EMP14371;RE10470;IT1047001;5000017945;EMP14371;2015-02-20;C122862;RE10470;CA100379;Card;Free;10;IT1047001;5;3;;2;20;2,8571428;40;17,1428572;5,7142856;34,2857144;0
C195423;EMP12007;RE10106;IT1010602;5000018273;EMP12007;2021-02-20;C195423;RE10106;CA100666;Card;Free;10;IT1010602;4;3;;2;14;1,99999996;28;12,00000004;3,99999992;24,00000008;0
C190472;EMP13072;RE10171;IT1017105;5000018349;EMP13072;2023-02-20;C190472;RE10171;CA104670;Card;Free;10;IT1017105;5;4;;2;5;0,7142857;10;4,2857143;1,4285714;8,5714286;0
C192461;EMP11049;RE10148;IT1014801;5000018639;EMP11049;2028-02-20;C192461;RE10148;CA101369;Card;Free;10;IT1014801;1;2;;2;5;0,7142857;10;4,2857143;1,4285714;8,5714286;0
C172662;EMP11074;RE10173;IT1017303;5000018686;EMP11074;2029-02-20;C172662;RE10173;CA100532;Card;Free;10;IT1017303;2;2;;2;5;0,7142857;10;4,2857143;1,4285714;8,5714286;0
C153089;EMP12471;RE10570;IT1057004;5000018775;EMP12471;2001-03-20;C153089;RE10570;CA105385;Card;Free;10;IT1057004;3;4;;2;12;1,71428568;24;10,28571432;3,42857136;20,57142864;0
C139381;EMP11046;RE10145;IT1014504;5000019011;EMP11046;2005-03-20;C139381;RE10145;CA108883;Card;Free;10;IT1014504;2;1;;2;5;0,7142857;10;4,2857143;1,4285714;8,5714286;0
C179671;EMP14095;RE10194;IT1019405;5000019125;EMP14095;2007-03-20;C179671;RE10194;CA104974;Card;Free;10;IT1019405;4;5;;2;5;0,7142857;10;4,2857143;1,4285714;8,5714286;0
C143749;EMP11070;RE10169;IT1016905;5000019309;EMP11070;2011-03-20;C143749;RE10169;CA101211;Card;Free;10;IT1016905;2;1;;2;5;0,7142857;10;4,2857143;1,4285714;8,5714286;0
C192461;EMP13007;RE10106;IT1010605;5000019458;EMP13007;2013-03-20;C192461;RE10106;CA101369;Card;Free;10;IT1010605;2;5;;2;5;0,7142857;10;4,2857143;1,4285714;8,5714286;0
C133368;EMP13007;RE10106;IT1010602;5000019582;EMP13007;2016-03-20;C133368;RE10106;CA105895;Card;Free;10;IT1010602;5;3;;2;14;1,99999996;28;12,00000004;3,99999992;24,00000008;0
C152602;EMP13334;RE10433;IT1043305;5000019657;EMP13334;2017-03-20;C152602;RE10433;CA108717;Card;Free;10;IT1043305;2;4;;2;5;0,7142857;10;4,2857143;1,4285714;8,5714286;0
C117002;EMP11295;RE10394;IT1039402;5000019996;EMP11295;2023-03-20;C117002;RE10394;CA108030;Card;Free;10;IT1039402;1;5;;2;14;1,99999996;28;12,00000004;3,99999992;24,00000008;0
C195423;EMP14313;RE10412;IT1041205;5000020089;EMP14313;2025-03-20;C195423;RE10412;CA100666;Card;Free;10;IT1041205;5;2;;2;20;2,8571428;40;17,1428572;5,7142856;34,2857144;0
C129393;EMP11087;RE10186;IT1018602;5000020324;EMP11087;2029-03-20;C129393;RE10186;CA105648;Card;Free;10;IT1018602;5;2;;2;5;0,7142857;10;4,2857143;1,4285714;8,5714286;0
C183823;EMP14046;RE10145;IT1014502;5000020803;EMP14046;2006-04-20;C183823;RE10145;CA103726;Card;Free;10;IT1014502;4;1;;2;16;2,28571424;32;13,71428576;4,57142848;27,42857152;0
C185178;EMP12412;RE10511;IT1051105;5000020871;EMP12412;2008-04-20;C185178;RE10511;CA103770;Card;Free;10;IT1051105;1;5;;2;14;1,99999996;28;12,00000004;3,99999992;24,00000008;0
